0;Province;City;Place;Rating;Jumlah Rating;Type;Address;Description;Harga;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Museum Pusaka Karo - Berastagi;4.4;146;Religi;Jalan Perwira, Gundaling I, Berastagi, Gundaling I, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152;Museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pemandian Air Panas Ginting Desa Semangat Gunung Kec. Merdeka Kab Karo;4.6;109;Alam;6GF7+QH6, Semangat, Gunung, Kec. Merdeka, Kabupaten Karo, Sumatera Utara 20354;Public bath in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Pantai SINALSAL Tongging;4.5;85;Alam; VGVC+5RX, Tongging, Merek, Karo Regency, North Sumatra 22173;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;One Tree Hill, Taman Simalem Resort;4.6;88;Alam;Jalan Raya Merek Sidikalang Km. 9 Sidikalang Kodon-Kodon Merek Kodon-Kodon Merek, Kodon-Kodon, Sidikalang, Dairi Regency, North Sumatra 22212;Ecological park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Taman Seribu Bunga Raya;4.1;262;Alam;dusun 1, Raya, Berastagi, Karo Regency, North Sumatra 22152;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Bukit Gajah Bobok;4.2;82;Alam;VGX6+J96, Tongging, Merek, Karo Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Puncak Pelangkah Gading, Kutambaru, Munte, Karo, Sumut;4.5;20;Alam; 29GR+HGG, Kutambaru, Munte, Karo Regency, North Sumatra 22161;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Karo ;Desa Wisata Raya;4.6;7;Alam;5G38+8FF, Raya, Berastagi, Karo Regency, North Sumatra 22152;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Labuhanbatu;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Labuhanbatu;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Labuhanbatu Selatan;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Labuhanbatu Utara;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Langkat;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Mandailing Natal;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Nias;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Nias Barat;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Nias Selatan;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Nias Utara;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Padang Lawas;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Pakpak Bharat;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Samosir;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Serdang Bedagai;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Simalungun;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Tapanuli Selatan;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Tapanuli Tengah;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Tapanuli Utara;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Toba;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Binjai;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Gunungsitoli;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Medan;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Padang Sidempuan;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Pematangsiantar;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Suibolga;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Tanjungbalai;;;;;;;;;;;;;;;;;;;;;
;North Sumatra;Kota Tebing Tinggi;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Banyuasin;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Empat Lawang;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Lahat;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Muara Enim;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Musi Banyuasin;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Musi Rawas;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Musi Rawas Utara;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Organ Llir;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Organ Komering llir;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Organ Komering Ulu;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Organ Komering Ulu Selatan;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Organ Komering Ulu Timur;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kabupaten Penukal Abab Lematan llir;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kota Lubuklinggau;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kota Pagar Alam;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kota Palembang;;;;;;;;;;;;;;;;;;;;;
;South Sumatra;Kota Prabumulih;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Agam;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Dharmasraya;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Kepulauan Mentawai;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Lima Puluh Kota;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Padang Pariaman;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Pasaman;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Pasaman Barat;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Pesisir Selatan;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Sijunjung;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Solok;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Solok Selatan;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kabupaten Tanah Datar;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Bukittinggi;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Padang ;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Padang Panjang;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Pariaman;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Payakumbuh;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Sawahlunto;;;;;;;;;;;;;;;;;;;;;
;West Sumatra;Kota Solok;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Bengkulu Selatan;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Bengkulu Tengah;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Bengkulu Utara;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Kaur;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Kepahiang;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Lebong;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Mukomuko;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Rejang Lebong;;;;;;;;;;;;;;;;;;;;;
;Bengkulu;Kabupaten Seluma;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Bengkalis;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Indragiri Hilir;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Indragiri Hulu;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Kampar;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Kepulauan Meranti;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Kuantan Singingi;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Pelalawan;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Rokan Hilir;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Rokan Hulu;;;;;;;;;;;;;;;;;;;;;
;Riau;Kabupaten Siak;;;;;;;;;;;;;;;;;;;;;
;Riau;Kota Dumai;;;;;;;;;;;;;;;;;;;;;
;Riau;Kota Pekanbaru;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kabupaten Bintan;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kabupaten Karimun;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kabupaten Kepulauan Anambas;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kabupaten Lingga;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kabupaten Natuna;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kota Batam;;;;;;;;;;;;;;;;;;;;;
;Riau Islands;Kota Tanjungpinang;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Batanghari;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Bungo;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Kerinci;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Merangin;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Muaro Jambi;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Sarolangun;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Tanjung Jabung Barat;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Tanjung Jabung Timur;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kabupaten Tebo;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kota Jambi;;;;;;;;;;;;;;;;;;;;;
;Jambi;Kota Sungai Penuh;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Lampung Barat;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Lampung Selatan;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Lampung Tengah;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Lampung Timur;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Lampung Utara;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Mesuji;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Pesawaran;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Pesisir Barat;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Pringsewu;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Tanggamus;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Tulang Bawang;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Tulang Bawang Barat;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kabupaten Way Kanan;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kota Bandar Lampung;;;;;;;;;;;;;;;;;;;;;
;Lampung;Kota Metro;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Bangka;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Bangka Barat;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Bangka Selatan;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Bangka Tengah;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Belitung;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kabupaten Belitung Timur;;;;;;;;;;;;;;;;;;;;;
;Bangka Belitung Islands;Kota Pangkal Pinang;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Bengkayang;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Kapuas Hulu ;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Kayong Utara;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Ketapang;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Kubu Raya;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Landak;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Melawi ;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Mempawah;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Sambas;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Sanggau ;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Sekadau ;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kabupaten Sintang;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kota Pontianak;;;;;;;;;;;;;;;;;;;;;
;West Kalimantan;Kota Singkawang;;;;;;;;;;;;;;;;;;;;;
